,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA,Matches
396,382,Jesús Medina,py PAR,"MF,FW",NYCFC,21,1997,18,6,734,3,1,1,1,1,0,0.37,0.12,0.49,0.25,0.37,3.6,2.9,1.0,0.45,0.12,0.57,0.35,0.47,Matches
397,383,Jimmy Medranda,co COL,"FW,MF",Sporting KC,24,1994,10,2,183,0,1,0,0,1,0,0.00,0.49,0.49,0.00,0.49,0.3,0.3,0.2,0.15,0.10,0.24,0.15,0.24,Matches
398,384,Haris Medunjanin,ba BIH,MF,Philadelphia,33,1985,34,34,3060,1,4,0,0,6,0,0.03,0.12,0.15,0.03,0.15,1.2,1.2,5.7,0.03,0.17,0.20,0.03,0.20,Matches
399,385,Lucas Melano,ar ARG,FW,Portland,25,1993,8,1,127,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.23,0.07,0.30,0.23,0.30,Matches
400,386,Tim Melia,us USA,GK,Sporting KC,32,1986,32,32,2880,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
401,387,Jhegson Méndez,ec ECU,MF,Orlando City,21,1997,22,20,1787,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.03,0.01,0.04,0.03,0.04,Matches
402,388,Jonathan Mensah,gh GHA,DF,Columbus,28,1990,24,23,2152,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.03,0.00,0.03,0.03,0.03,Matches
403,389,Justin Meram,iq IRQ,"DF,FW",Atlanta,30,1988,20,14,1265,4,0,0,0,3,0,0.28,0.00,0.28,0.28,0.28,2.1,2.1,2.5,0.15,0.18,0.33,0.15,0.33,Matches
404,390,Justin Meram,iq IRQ,FW,Columbus,30,1988,9,4,380,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.12,0.02,0.14,0.12,0.14,Matches
405,391,Romain Métanire,mg MAD,DF,Minnesota,28,1990,27,27,2430,1,4,0,0,5,0,0.04,0.15,0.19,0.04,0.19,0.3,0.3,3.5,0.01,0.13,0.14,0.01,0.14,Matches
406,392,Nicolás Mezquida,uy URU,"MF,FW",Colorado,27,1992,32,11,1418,4,3,1,1,4,0,0.25,0.19,0.44,0.19,0.38,4.3,3.5,3.4,0.27,0.22,0.49,0.22,0.44,Matches
407,393,Benji Michel,ht HAI,"FW,MF",Orlando City,21,1997,17,9,947,5,1,0,0,0,0,0.48,0.10,0.57,0.48,0.57,2.9,2.9,0.4,0.27,0.04,0.31,0.27,0.31,Matches
408,394,Djordje Mihailovic,us USA,MF,Chicago,20,1998,27,16,1450,3,1,0,0,4,0,0.19,0.06,0.25,0.19,0.25,1.9,1.9,2.4,0.13,0.16,0.28,0.13,0.28,Matches
409,395,Eric Miller,us USA,DF,NYCFC,26,1993,5,4,328,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.06,0.00,0.06,0.06,0.06,Matches
410,396,Eric Miller,us USA,DF,Minnesota,26,1993,6,5,435,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.05,0.01,0.06,0.05,0.06,Matches
411,397,Kamal Miller,ca CAN,DF,Orlando City,21,1997,16,14,1350,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
412,398,Tyler Miller,us USA,GK,Los Angeles FC,25,1993,28,28,2520,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
413,399,Alexandru Mitriță,ro ROU,"FW,MF",NYCFC,23,1995,29,24,2127,12,2,0,0,2,0,0.51,0.08,0.59,0.51,0.59,7.7,7.7,3.5,0.33,0.15,0.47,0.33,0.47,Matches
414,400,Wilfried Moimbé,fr FRA,"DF,FW",Minnesota,30,1988,4,4,335,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,Matches
415,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
416,401,Youness Mokhtar,ma MAR,FW,Columbus,27,1991,8,5,440,1,0,0,0,1,0,0.20,0.00,0.20,0.20,0.20,1.0,1.0,1.5,0.21,0.30,0.51,0.21,0.51,Matches
417,402,Kevin Molino,tt TRI,"FW,MF",Minnesota,28,1990,17,11,907,3,4,0,0,1,0,0.30,0.40,0.69,0.30,0.69,4.0,4.0,3.0,0.40,0.30,0.70,0.40,0.70,Matches
418,403,Mohamed El Monir,ly LBY,DF,Los Angeles FC,26,1992,15,4,590,1,0,0,0,2,0,0.15,0.00,0.15,0.15,0.15,0.6,0.6,1.4,0.09,0.21,0.30,0.09,0.30,Matches
419,404,Jamiro Monteiro,cv CPV,MF,Philadelphia,25,1993,26,22,2049,4,7,2,3,3,0,0.18,0.31,0.48,0.09,0.40,5.6,3.3,4.7,0.24,0.20,0.45,0.14,0.35,Matches
420,405,Fredy Montero,co COL,"FW,MF",Vancouver,31,1987,32,22,2096,8,2,4,4,1,1,0.34,0.09,0.43,0.17,0.26,7.5,4.5,2.3,0.32,0.10,0.42,0.19,0.29,Matches
421,406,Drew Moor,us USA,DF,Toronto FC,35,1984,13,11,1024,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
422,407,Joseph Mora,cr CRC,DF,D.C. United,26,1993,20,18,1594,0,1,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,1.4,0.01,0.08,0.09,0.01,0.09,Matches
423,408,Maximiliano Moralez,ar ARG,"MF,FW",NYCFC,31,1987,29,28,2431,7,12,4,8,7,0,0.26,0.44,0.70,0.11,0.56,9.2,3.9,8.9,0.35,0.34,0.70,0.15,0.49,Matches
424,409,Jorge Moreira,py PAR,DF,Portland,28,1990,26,25,2231,2,2,0,0,7,0,0.08,0.08,0.16,0.08,0.16,1.3,1.3,2.4,0.05,0.10,0.15,0.05,0.15,Matches
425,410,Amando Moreno,us USA,"FW,MF",Chicago,23,1995,7,0,82,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.5,1.61,0.90,2.51,1.61,2.51,Matches
426,411,Junior Moreno,ve VEN,MF,D.C. United,25,1993,29,29,2549,0,2,0,0,3,1,0.00,0.07,0.07,0.00,0.07,0.6,0.6,2.1,0.02,0.07,0.10,0.02,0.10,Matches
427,412,Ashtone Morgan,ca CAN,"DF,MF",Toronto FC,27,1991,9,3,313,1,0,0,0,1,0,0.29,0.00,0.29,0.29,0.29,0.4,0.4,0.0,0.12,0.00,0.12,0.12,0.12,Matches
428,413,Jordan Morris,us USA,FW,Seattle,24,1994,26,24,2036,10,6,0,0,2,0,0.44,0.27,0.71,0.44,0.71,8.3,8.3,4.1,0.37,0.18,0.55,0.37,0.55,Matches
429,414,Justin Morrow,us USA,DF,Toronto FC,31,1987,28,26,2348,1,3,0,0,2,1,0.04,0.11,0.15,0.04,0.15,1.3,1.3,2.5,0.05,0.09,0.14,0.05,0.14,Matches
430,415,João Moutinho,pt POR,DF,Orlando City,21,1998,16,15,1220,0,2,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.6,0.6,1.4,0.05,0.10,0.15,0.05,0.15,Matches
431,416,Christopher Mueller,us USA,"FW,MF",Orlando City,22,1996,29,16,1370,5,3,0,0,1,0,0.33,0.20,0.53,0.33,0.53,2.1,2.1,3.6,0.14,0.23,0.37,0.14,0.37,Matches
432,417,Georges Mukumbilwa,ca CAN,MF,Vancouver,19,1999,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
433,418,Luke Mulholland,eng ENG,MF,Real Salt Lake,30,1988,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
434,419,Patrick Mullins,us USA,FW,Toronto FC,26,1992,8,4,348,2,0,0,0,0,0,0.52,0.00,0.52,0.52,0.52,1.1,1.1,0.3,0.28,0.07,0.34,0.28,0.34,Matches
435,420,Patrick Mullins,us USA,"FW,MF",Columbus,26,1992,9,2,202,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.14,0.05,0.18,0.14,0.18,Matches
436,421,Alex Muyl,us USA,"FW,DF",NY Red Bulls,23,1995,24,17,1398,3,2,0,0,4,0,0.19,0.13,0.32,0.19,0.32,2.8,2.8,2.5,0.18,0.16,0.34,0.18,0.34,Matches
437,422,Darlington Nagbe,us USA,MF,Atlanta,28,1990,33,32,2822,2,4,0,0,2,0,0.06,0.13,0.19,0.06,0.19,1.1,1.1,3.6,0.04,0.12,0.15,0.04,0.15,Matches
438,423,Nani,pt POR,"FW,MF",Orlando City,32,1986,30,26,2273,12,5,3,5,4,0,0.48,0.20,0.67,0.36,0.55,7.9,4.0,6.7,0.31,0.27,0.58,0.16,0.42,Matches
439,424,Sean Nealis,us USA,DF,NY Red Bulls,22,1997,9,3,457,1,0,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.2,0.2,0.0,0.04,0.00,0.04,0.04,0.04,Matches
440,425,John Nelson,us USA,DF,FC Dallas,20,1998,9,4,455,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.07,0.09,0.02,0.09,Matches
441,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
442,426,Krisztián Németh,hu HUN,FW,Sporting KC,30,1989,24,18,1559,8,2,0,1,5,1,0.46,0.12,0.58,0.46,0.58,10.1,9.4,2.1,0.58,0.12,0.71,0.54,0.66,Matches
443,427,Jake Nerwinski,us USA,DF,Vancouver,24,1994,26,24,2021,1,0,0,0,1,0,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Matches
444,428,Michee Ngalina,cd COD,"FW,MF",Philadelphia,18,2000,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
445,429,Lee Nguyen,us USA,MF,Los Angeles FC,32,1986,23,11,1178,0,4,0,0,3,0,0.00,0.31,0.31,0.00,0.31,1.1,1.1,3.2,0.08,0.24,0.32,0.08,0.32,Matches
446,430,Sam Nicholson,sco SCO,"FW,MF",Colorado,24,1995,27,19,1770,2,3,0,0,2,0,0.10,0.15,0.25,0.10,0.25,3.8,3.8,2.6,0.19,0.13,0.33,0.19,0.33,Matches
447,431,Gonzalo Nicolás Martínez,ar ARG,"FW,MF",Atlanta,25,1993,32,26,2140,5,7,2,3,2,0,0.21,0.29,0.50,0.13,0.42,7.9,5.6,6.1,0.33,0.26,0.59,0.24,0.49,Matches
448,432,Nemanja Nikolić,hu HUN,FW,Chicago,31,1987,31,25,1991,12,0,2,2,3,0,0.54,0.00,0.54,0.45,0.45,12.4,10.9,2.4,0.58,0.11,0.70,0.51,0.62,Matches
449,433,Harry Novillo,fr FRA,FW,Montreal,26,1992,11,5,441,1,2,0,0,1,0,0.20,0.41,0.61,0.20,0.61,0.4,0.4,0.6,0.09,0.12,0.20,0.09,0.20,Matches
450,434,Shane O'Neill,us USA,DF,Orlando City,25,1993,11,8,839,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.01,0.06,0.07,0.01,0.07,Matches
451,435,Alfonso Ocampo-Chavez,us USA,FW,Seattle,16,2002,3,1,82,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.10,0.11,0.21,0.10,0.21,Matches
452,436,Chris Odoi-Atsem,us USA,DF,D.C. United,23,1995,3,1,135,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
453,437,Ebenezer Ofori,gh GHA,MF,NYCFC,23,1995,20,14,1261,2,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.4,0.4,0.3,0.03,0.03,0.06,0.03,0.06,Matches
454,438,Orji Okwonkwo,ng NGA,"FW,MF",Montreal,21,1998,28,24,1769,8,2,0,0,4,0,0.41,0.10,0.51,0.41,0.51,6.0,6.0,2.2,0.30,0.11,0.42,0.30,0.42,Matches
455,439,Lawrence Olum,ke KEN,MF,Minnesota,34,1984,10,5,547,0,1,0,0,0,0,0.00,0.16,0.16,0.00,0.16,0.5,0.5,0.1,0.08,0.01,0.09,0.08,0.09,Matches
456,440,Zdeněk Ondrášek,cz CZE,FW,FC Dallas,30,1988,18,8,751,7,2,0,0,2,0,0.84,0.24,1.08,0.84,1.08,4.5,4.5,1.2,0.54,0.14,0.69,0.54,0.69,Matches
457,441,Nedum Onuoha,eng ENG,DF,Real Salt Lake,32,1986,27,26,2336,1,0,0,0,2,0,0.04,0.00,0.04,0.04,0.04,0.6,0.6,0.3,0.02,0.01,0.04,0.02,0.04,Matches
458,442,Ike Opara,us USA,DF,Minnesota,29,1989,30,29,2566,3,1,0,0,4,0,0.11,0.04,0.14,0.11,0.14,2.1,2.1,1.0,0.07,0.03,0.11,0.07,0.11,Matches
459,443,Kofi Opare,ca CAN,DF,Colorado,28,1990,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
460,444,Jonathan Osorio,ca CAN,"MF,FW",Toronto FC,26,1992,24,18,1757,5,3,0,1,2,0,0.26,0.15,0.41,0.26,0.41,4.3,3.5,1.9,0.22,0.10,0.31,0.18,0.27,Matches
461,445,David Ousted,dk DEN,GK,Chicago,33,1985,14,14,1260,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
462,446,Juan Pablo Torres,us USA,FW,NYCFC,19,1999,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
463,447,Diego Palacios,ec ECU,DF,Los Angeles FC,19,1999,2,1,92,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.17,0.00,0.17,0.17,0.17,Matches
464,448,Cristhian Paredes,py PAR,MF,Portland,20,1998,22,19,1647,4,2,0,0,2,0,0.22,0.11,0.33,0.22,0.33,3.2,3.2,1.6,0.17,0.09,0.26,0.17,0.26,Matches
465,449,Tim Parker,us USA,DF,NY Red Bulls,25,1993,31,26,2388,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.2,0.05,0.01,0.06,0.05,0.06,Matches
466,450,Michael Parkhurst,us USA,DF,Atlanta,35,1984,20,15,1444,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.02,0.03,0.05,0.02,0.05,Matches
467,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
468,451,Keaton Parks,us USA,MF,NYCFC,21,1997,22,14,1322,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,2.0,2.0,1.7,0.14,0.12,0.26,0.14,0.26,Matches
469,452,Kevin Partida,us USA,FW,San Jose,23,1995,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
470,453,Santiago Patiño,us USA,FW,Orlando City,21,1997,11,3,328,2,1,0,0,1,0,0.55,0.27,0.82,0.55,0.82,2.2,2.2,1.0,0.59,0.29,0.88,0.59,0.88,Matches
471,454,Cristian Pavón,ar ARG,FW,LA Galaxy,23,1996,11,11,971,3,4,0,0,1,0,0.28,0.37,0.65,0.28,0.65,2.8,2.8,3.8,0.26,0.35,0.61,0.26,0.61,Matches
472,455,PC,br BRA,"FW,DF",Vancouver,24,1994,18,9,814,0,1,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.6,0.6,0.7,0.07,0.07,0.14,0.07,0.14,Matches
473,456,Marquinhos Pedroso,br BRA,DF,D.C. United,25,1993,4,3,285,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.02,0.03,0.05,0.02,0.05,Matches
474,457,Marquinhos Pedroso,br BRA,DF,FC Dallas,25,1993,2,1,118,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
475,458,Ronaldo Peña,ve VEN,"FW,MF",Houston,21,1997,4,2,159,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.08,0.05,0.13,0.08,0.13,Matches
476,459,Cristian Penilla,ec ECU,"MF,FW",New England,27,1991,30,18,1784,6,5,0,0,2,0,0.30,0.25,0.55,0.30,0.55,6.6,6.6,4.7,0.33,0.24,0.57,0.33,0.57,Matches
477,460,Ricardo Pepi,us USA,"MF,FW",FC Dallas,16,2003,7,0,78,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,0.41,0.82,1.23,0.41,1.23,Matches
478,461,Dion Pereira,eng ENG,"FW,DF",Atlanta,19,1999,18,7,671,0,1,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,1.1,0.03,0.15,0.18,0.03,0.18,Matches
479,462,Mauricio Pereyra,uy URU,"MF,FW",Orlando City,28,1990,6,5,392,0,2,0,0,1,0,0.00,0.46,0.46,0.00,0.46,0.1,0.1,1.5,0.02,0.34,0.36,0.02,0.36,Matches
480,463,Adrien Perez,us USA,FW,Los Angeles FC,23,1995,12,1,215,1,0,0,0,0,0,0.42,0.00,0.42,0.42,0.42,1.5,1.5,0.2,0.64,0.07,0.71,0.64,0.71,Matches
481,464,Javier Pérez,es ESP,MF,Los Angeles FC,22,1996,1,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.16,0.18,0.34,0.16,0.34,Matches
482,465,Joshua Pérez,us USA,"FW,MF",Los Angeles FC,21,1998,13,4,457,1,1,0,0,0,0,0.20,0.20,0.39,0.20,0.39,2.5,2.5,0.4,0.50,0.07,0.57,0.50,0.57,Matches
483,466,Ignacio Piatti,ar ARG,FW,Montreal,33,1985,11,9,754,3,1,0,0,1,0,0.36,0.12,0.48,0.36,0.48,2.0,2.0,0.9,0.24,0.11,0.35,0.24,0.35,Matches
484,467,Fafà Picault,us USA,FW,Philadelphia,27,1991,32,21,1862,4,4,0,0,4,0,0.19,0.19,0.39,0.19,0.39,7.0,7.0,2.8,0.34,0.13,0.47,0.34,0.47,Matches
485,468,Samuel Piette,ca CAN,MF,Montreal,24,1994,25,25,2219,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,0.02,0.03,0.06,0.02,0.06,Matches
